symbol,timestamp,coin_name,message,opening_price,opening_price_time,closing_price,highest_price,lowest_price,highest_gain_percent,lowest_gain_percent,highest_price_time_min,lowest_price_time_min,data_points_count,analysis_period,price_data_saved,error
NEIROETHUSDT,2024-09-06 13:00:30+00:00,NEIROETH,$NEIROETH listed on Binance futures: Sep 6 at 14:00 UTC,0.1565,2024-09-06T14:00:00+00:00,0.1328,0.181,0.118,15.65,-24.6,990.0,420.0,576.0,48 hours from listing (5m intervals),NEIROETHUSDT.json,
QUICKUSDT,2024-09-06 04:00:13+00:00,QUICK,$QUICK listed on Binance futures: Sep 6 at 05:00 UTC,0.04366,2024-09-06T05:00:00+00:00,0.04175,0.04949,0.04071,13.35,-6.76,430.0,2475.0,576.0,48 hours from listing (5m intervals),QUICKUSDT.json,
BSWUSDT,2024-09-05 05:00:15+00:00,BSW,$BSW listed on Binance futures: Sep 5 at 06:00 UTC,0.086,2024-09-05T06:00:00+00:00,0.07623,0.08744,0.07148,1.67,-16.88,105.0,2340.0,576.0,48 hours from listing (5m intervals),BSWUSDT.json,
BSWUSDT,2024-09-05 05:00:15+00:00,BSW,$BSW listed on Binance futures: Sep 5 at 06:00 UTC,0.086,2024-09-05T06:00:00+00:00,0.07623,0.08744,0.07148,1.67,-16.88,105.0,2340.0,576.0,48 hours from listing (5m intervals),BSWUSDT.json,
FLUXUSDT,2024-09-03 06:00:29+00:00,FLUX,$FLUX listed on Binance futures: Sep 3 at 07:00 UTC,0.6864,2024-09-03T07:00:00+00:00,0.5626,0.7066,0.5539,2.94,-19.3,15.0,2825.0,576.0,48 hours from listing (5m intervals),FLUXUSDT.json,
CHESSUSDT,2024-08-29 06:30:12+00:00,CHESS,$CHESS listed on Binance futures: Aug 29 at 07:30 UTC,0.2225,2024-08-29T07:30:00+00:00,0.1821,0.2263,0.1747,1.71,-21.48,10.0,1915.0,576.0,48 hours from listing (5m intervals),CHESSUSDT.json,
CHESSUSDT,2024-08-29 06:30:12+00:00,CHESS,$CHESS listed on Binance futures: Aug 29 at 07:30 UTC,0.2225,2024-08-29T07:30:00+00:00,0.1821,0.2263,0.1747,1.71,-21.48,10.0,1915.0,576.0,48 hours from listing (5m intervals),CHESSUSDT.json,
MBOXUSDT,2024-08-28 08:30:22+00:00,MBOX,$MBOX listed on Binance futures: Aug 28 at 09:30 UTC,0.173,2024-08-28T09:30:00+00:00,0.17,0.199,0.16,15.03,-7.51,1260.0,2395.0,576.0,48 hours from listing (5m intervals),MBOXUSDT.json,
NULSUSDT,2024-08-26 07:30:08+00:00,NULS,"$NULS, $DOGS listed on Binance futures",0.542,2024-08-26T08:30:00+00:00,0.4508,0.5844,0.4316,7.82,-20.37,45.0,2460.0,576.0,48 hours from listing (5m intervals),NULSUSDT.json,
DOGSUSDT,2024-08-26 07:30:08+00:00,DOGS,"$NULS, $DOGS listed on Binance futures",0.0014,2024-08-26T12:30:00+00:00,0.0015485,0.001666,0.0011,19.0,-21.43,2735.0,0.0,576.0,48 hours from listing (5m intervals),DOGSUSDT.json,
NULSUSDT,2024-08-26 07:30:08+00:00,NULS,"$NULS, $DOGS listed on Binance futures",0.542,2024-08-26T08:30:00+00:00,0.4508,0.5844,0.4316,7.82,-20.37,45.0,2460.0,576.0,48 hours from listing (5m intervals),NULSUSDT.json,
DOGSUSDT,2024-08-26 07:30:08+00:00,DOGS,"$NULS, $DOGS listed on Binance futures",0.0014,2024-08-26T12:30:00+00:00,0.0015485,0.001666,0.0011,19.0,-21.43,2735.0,0.0,576.0,48 hours from listing (5m intervals),DOGSUSDT.json,
NULSUSDT,2024-08-26 07:30:08+00:00,NULS,"$NULS, $DOGS listed on Binance futures",0.542,2024-08-26T08:30:00+00:00,0.4508,0.5844,0.4316,7.82,-20.37,45.0,2460.0,576.0,48 hours from listing (5m intervals),NULSUSDT.json,
DOGSUSDT,2024-08-26 07:30:08+00:00,DOGS,"$NULS, $DOGS listed on Binance futures",0.0014,2024-08-26T12:30:00+00:00,0.0015485,0.001666,0.0011,19.0,-21.43,2735.0,0.0,576.0,48 hours from listing (5m intervals),DOGSUSDT.json,
VIDTUSDT,2024-08-23 07:30:43+00:00,VIDT,$VIDT listed on Binance futures: Aug 23 at 09:30 UTC,0.039,2024-08-23T09:30:00+00:00,0.04388,0.0468,0.03423,20.0,-12.23,2070.0,935.0,576.0,48 hours from listing (5m intervals),VIDTUSDT.json,
VIDTUSDT,2024-08-23 07:30:43+00:00,VIDT,$VIDT listed on Binance futures: Aug 23 at 09:30 UTC,0.039,2024-08-23T09:30:00+00:00,0.04388,0.0468,0.03423,20.0,-12.23,2070.0,935.0,576.0,48 hours from listing (5m intervals),VIDTUSDT.json,
POPCATUSDT,2024-08-22 11:24:49+00:00,POPCAT,"$POPCAT, $SUN listed on Binance futures",0.5617,2024-08-22T13:00:00+00:00,0.7339,0.78,0.5405,38.86,-3.77,2105.0,5.0,576.0,48 hours from listing (5m intervals),POPCATUSDT.json,
SUNUSDT,2024-08-22 11:24:49+00:00,SUN,"$POPCAT, $SUN listed on Binance futures",0.021249,2024-08-22T13:05:00+00:00,0.036423,0.041,0.018633,92.95,-12.31,2170.0,0.0,576.0,48 hours from listing (5m intervals),SUNUSDT.json,
POPCATUSDT,2024-08-22 11:24:49+00:00,POPCAT,"$POPCAT, $SUN listed on Binance futures",0.5617,2024-08-22T13:00:00+00:00,0.7339,0.78,0.5405,38.86,-3.77,2105.0,5.0,576.0,48 hours from listing (5m intervals),POPCATUSDT.json,
SUNUSDT,2024-08-22 11:24:49+00:00,SUN,"$POPCAT, $SUN listed on Binance futures",0.021249,2024-08-22T13:05:00+00:00,0.036423,0.041,0.018633,92.95,-12.31,2170.0,0.0,576.0,48 hours from listing (5m intervals),SUNUSDT.json,
POPCATUSDT,2024-08-22 11:24:49+00:00,POPCAT,"$POPCAT, $SUN listed on Binance futures",0.5617,2024-08-22T13:00:00+00:00,0.7339,0.78,0.5405,38.86,-3.77,2105.0,5.0,576.0,48 hours from listing (5m intervals),POPCATUSDT.json,
SUNUSDT,2024-08-22 11:24:49+00:00,SUN,"$POPCAT, $SUN listed on Binance futures",0.021249,2024-08-22T13:05:00+00:00,0.036423,0.041,0.018633,92.95,-12.31,2170.0,0.0,576.0,48 hours from listing (5m intervals),SUNUSDT.json,
ALPACAUSDT,2024-08-22 08:30:09+00:00,ALPACA,$ALPACA listed on Binance futures: Aug 22 at 10:30 UTC,0.20872,2024-08-22T10:30:00+00:00,0.23225,0.279,0.18885,33.67,-9.52,1145.0,140.0,576.0,48 hours from listing (5m intervals),ALPACAUSDT.json,
ALPACAUSDT,2024-08-22 08:30:09+00:00,ALPACA,$ALPACA listed on Binance futures: Aug 22 at 10:30 UTC,0.20872,2024-08-22T10:30:00+00:00,0.23225,0.279,0.18885,33.67,-9.52,1145.0,140.0,576.0,48 hours from listing (5m intervals),ALPACAUSDT.json,
BRETTUSDT,2024-08-20 09:00:12+00:00,BRETT,$BRETT listed on Binance futures: Aug 20 at 10:35 UTC,0.1,2024-08-20T10:35:00+00:00,0.09255,0.10109,0.08335,1.09,-16.65,0.0,1795.0,576.0,48 hours from listing (5m intervals),BRETTUSDT.json,
BRETTUSDT,2024-08-20 09:00:12+00:00,BRETT,$BRETT listed on Binance futures: Aug 20 at 10:35 UTC,0.1,2024-08-20T10:35:00+00:00,0.09255,0.10109,0.08335,1.09,-16.65,0.0,1795.0,576.0,48 hours from listing (5m intervals),BRETTUSDT.json,
VOXELUSDT,2024-08-20 08:30:14+00:00,VOXEL,$VOXEL listed on Binance futures: Aug 20 at 10:30 UTC,0.252,2024-08-20T10:30:00+00:00,0.1974,0.2656,0.1873,5.4,-25.67,0.0,1785.0,576.0,48 hours from listing (5m intervals),VOXELUSDT.json,
SYSUSDT,2024-08-19 07:00:15+00:00,SYS,$SYS listed on Binance futures: Aug 19 at 12:30 UTC,0.17,2024-08-19T12:30:00+00:00,0.1489,0.2174,0.1285,27.88,-24.41,25.0,425.0,576.0,48 hours from listing (5m intervals),SYSUSDT.json,
SYSUSDT,2024-08-19 07:00:15+00:00,SYS,$SYS listed on Binance futures: Aug 19 at 12:30 UTC,0.17,2024-08-19T12:30:00+00:00,0.1489,0.2174,0.1285,27.88,-24.41,25.0,425.0,576.0,48 hours from listing (5m intervals),SYSUSDT.json,
SYNUSDT,2024-08-16 08:30:05+00:00,SYN,$SYN listed on Binance futures: Aug 16 at 12:30 UTC,0.4617,2024-08-16T12:30:00+00:00,0.6757,0.8145,0.4597,76.41,-0.43,2715.0,0.0,576.0,48 hours from listing (5m intervals),SYNUSDT.json,
GUSDT,2024-08-15 09:00:12+00:00,G,"$G, $RARE listed on Binance futures",0.0402,2024-08-15T12:30:00+00:00,0.04623,0.04707,0.03641,17.09,-9.43,2740.0,395.0,576.0,48 hours from listing (5m intervals),GUSDT.json,
RAREUSDT,2024-08-15 09:00:12+00:00,RARE,"$G, $RARE listed on Binance futures",0.084,2024-08-15T13:00:00+00:00,0.2257,0.2394,0.0819,185.0,-2.5,2855.0,0.0,576.0,48 hours from listing (5m intervals),RAREUSDT.json,
BANANAUSDT,2024-08-14 12:00:24+00:00,BANANA,$BANANA listed on Binance futures: Aug 15 at 02:00 UTC,43.5,2024-08-15T02:00:00+00:00,49.549,51.2,42.0,17.7,-3.45,2840.0,1265.0,576.0,48 hours from listing (5m intervals),BANANAUSDT.json,
BANANAUSDT,2024-08-14 12:00:24+00:00,BANANA,$BANANA listed on Binance futures: Aug 15 at 02:00 UTC,43.5,2024-08-15T02:00:00+00:00,49.549,51.2,42.0,17.7,-3.45,2840.0,1265.0,576.0,48 hours from listing (5m intervals),BANANAUSDT.json,
RENDERUSDT,2024-07-26 08:33:52+00:00,RENDER,Render ($RENDER) listed on Binance futures: Jul 26 at 10:00 UTC,6.7,2024-07-26T10:00:00+00:00,6.44,7.041,6.321,5.09,-5.66,45.0,2060.0,576.0,48 hours from listing (5m intervals),RENDERUSDT.json,
ZROUSDT,2024-06-20 13:32:13+00:00,ZRO,LayerZero ($ZRO) listed on Binance futures: Jun 20 at 14:00 UTC,3.648,2024-06-20T14:30:00+00:00,3.177,3.845,2.788,5.4,-23.57,20.0,2295.0,576.0,48 hours from listing (5m intervals),ZROUSDT.json,
LISTAUSDT,2024-06-20 10:31:04+00:00,LISTA,Lista ($LISTA) listed on Binance futures: Jun 20 at 12:30 UTC,0.6807,2024-06-20T12:30:00+00:00,0.6394,0.8565,0.5485,25.83,-19.42,1090.0,2170.0,576.0,48 hours from listing (5m intervals),LISTAUSDT.json,
LISTAUSDT,2024-06-20 10:31:04+00:00,LISTA,Lista ($LISTA) listed on Binance futures: Jun 20 at 12:30 UTC,0.6807,2024-06-20T12:30:00+00:00,0.6394,0.8565,0.5485,25.83,-19.42,1090.0,2170.0,576.0,48 hours from listing (5m intervals),LISTAUSDT.json,
MEWUSDT,2024-06-17 12:02:04+00:00,MEW,$MEW listed on Binance futures: Jun 17 at 14:00 UTC,0.004423,2024-06-17T14:00:00+00:00,0.004213,0.005213,0.003947,17.86,-10.76,420.0,1745.0,576.0,48 hours from listing (5m intervals),MEWUSDT.json,
MEWUSDT,2024-06-17 12:02:04+00:00,MEW,$MEW listed on Binance futures: Jun 17 at 14:00 UTC,0.004423,2024-06-17T14:00:00+00:00,0.004213,0.005213,0.003947,17.86,-10.76,420.0,1745.0,576.0,48 hours from listing (5m intervals),MEWUSDT.json,
ZKUSDT,2024-06-17 10:31:03+00:00,ZK,ZKsync ($ZK) listed on Binance futures: Jun 17 at 11:00 UTC,0.2364,2024-06-17T11:05:00+00:00,0.2206,0.2639,0.186,11.63,-21.32,30.0,905.0,576.0,48 hours from listing (5m intervals),ZKUSDT.json,
IOUSDT,2024-06-11 12:32:05+00:00,IO,IO.NET ($IO) listed on Binance futures: Jun 11 at 14:00 UTC,1.831,2024-06-11T14:00:00+00:00,5.204,6.525,1.831,256.36,0.0,1875.0,0.0,576.0,48 hours from listing (5m intervals),IOUSDT.json,
